"Crop","Type","Source","Currency","Unit","Year","Month","Week Ending On", "Price", "Unknown_Number"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","July     ","16.07.2010","210.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","July     ","23.07.2010","218.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","July     ","30.07.2010","227.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","August   ","06.08.2010","254.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","August   ","13.08.2010","265.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","August   ","20.08.2010","267.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","August   ","27.08.2010","285.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","September","03.09.2010","288.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","September","10.09.2010","310.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","September","17.09.2010","313.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","September","24.09.2010","304.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","October  ","01.10.2010","287.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","October  ","08.10.2010","281.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","October  ","15.10.2010","300.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","October  ","22.10.2010","287.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","October  ","29.10.2010","295.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","November ","05.11.2010","297.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","November ","12.11.2010","311.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","November ","19.11.2010","275.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","November ","26.11.2010","283.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","December ","03.12.2010","290.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","December ","10.12.2010","327.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","December ","17.12.2010","322.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","December ","24.12.2010","324.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2010","December ","31.12.2010","336.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","January  ","07.01.2011","332.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","January  ","14.01.2011","328.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","January  ","21.01.2011","342.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","January  ","28.01.2011","357.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","February ","04.02.2011","360.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","February ","11.02.2011","376.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","February ","18.02.2011","367.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","February ","25.02.2011","345.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","March    ","04.03.2011","353.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","March    ","11.03.2011","341.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","March    ","18.03.2011","304.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","March    ","25.03.2011","331.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","April    ","01.04.2011","340.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","April    ","08.04.2011","370.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","April    ","15.04.2011","348.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","April    ","22.04.2011","362.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","April    ","29.04.2011","377.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","May      ","06.05.2011","354.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","May      ","13.05.2011","370.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","May      ","20.05.2011","357.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","May      ","27.05.2011","366.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","June     ","03.06.2011","363.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","June     ","10.06.2011","354.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","June     ","17.06.2011","342.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","June     ","24.06.2011","328.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","July     ","01.07.2011","310.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","July     ","08.07.2011","300.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","July     ","15.07.2011","299.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","July     ","22.07.2011","315.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","July     ","29.07.2011","316.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","August   ","05.08.2011","327.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","August   ","12.08.2011","312.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","August   ","19.08.2011","337.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","August   ","26.08.2011","348.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","September","02.09.2011","357.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","September","09.09.2011","355.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","September","16.09.2011","330.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","September","23.09.2011","318.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","September","30.09.2011","313.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","October  ","07.10.2011","289.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","October  ","14.10.2011","305.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","October  ","21.10.2011","300.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","October  ","28.10.2011","312.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","November ","04.11.2011","306.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","November ","11.11.2011","315.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","November ","18.11.2011","303.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","November ","25.11.2011","283.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","December ","02.12.2011","287.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","December ","09.12.2011","291.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","December ","16.12.2011","283.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","December ","23.12.2011","288.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2011","December ","30.12.2011","298.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","January  ","06.01.2012","304.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","January  ","13.01.2012","299.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","January  ","20.01.2012","290.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","January  ","27.01.2012","293.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","February ","03.02.2012","305.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","February ","10.02.2012","304.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","February ","17.02.2012","289.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","February ","24.02.2012","291.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","March    ","02.03.2012","303.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","March    ","09.03.2012","299.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","March    ","16.03.2012","295.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","March    ","23.03.2012","292.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","March    ","30.03.2012","292.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","April    ","06.04.2012","296.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","April    ","13.04.2012","276.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","April    ","20.04.2012","273.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","April    ","27.04.2012","273.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","May      ","04.05.2012","274.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","May      ","11.05.2012","266.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","May      ","18.05.2012","267.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","May      ","25.05.2012","298.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","June     ","01.06.2012","288.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","June     ","08.06.2012","273.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","June     ","15.06.2012","276.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","June     ","22.06.2012","288.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","June     ","29.06.2012","314.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","July     ","06.07.2012","335.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","July     ","13.07.2012","341.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","July     ","20.07.2012","365.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","July     ","27.07.2012","358.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","August   ","03.08.2012","363.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","August   ","10.08.2012","366.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","August   ","17.08.2012","350.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","August   ","24.08.2012","374.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","August   ","31.08.2012","359.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","September","07.09.2012","364.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","September","14.09.2012","367.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","September","21.09.2012","374.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","September","28.09.2012","381.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","October  ","05.10.2012","372.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","October  ","12.10.2012","371.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","October  ","19.10.2012","368.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","October  ","26.10.2012","378.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","November ","02.11.2012","376.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","November ","09.11.2012","382.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","November ","16.11.2012","368.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","November ","23.11.2012","365.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","November ","30.11.2012","379.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","December ","07.12.2012","367.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","December ","14.12.2012","361.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","December ","21.12.2012","356.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2012","December ","28.12.2012","354.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","January  ","04.01.2013","349.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","January  ","11.01.2013","341.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","January  ","18.01.2013","351.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","January  ","25.01.2013","349.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","February ","01.02.2013","348.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","February ","08.02.2013","339.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","February ","15.02.2013","332.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","February ","22.02.2013","328.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","March    ","01.03.2013","315.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","March    ","08.03.2013","319.00","2301"
"Wheat","US No.2, Hard Red Winter ord. Prot, US Fob Gulf (Tuesday)","International Grain Council","US$","Ton","2013","March    ","15.03.2013","317.00","2301"